part_no,custom_id,appid,name,model,chunk_request_number,chunk_size
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1379870,Tribal Hunter,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1138100,Touhou Ibunseki - Ayaria Dawn: ReCreation,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1416260,SpellForce 3: Versus Edition,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1338580,McPixel 3,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,2366970,Arco,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,2130460,FATAL FRAME / PROJECT ZERO: Mask of the Lunar Eclipse,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1376070,Rushdown Revolt - Alpha Testing,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,9180,Commander Keen,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,214790,The Basement Collection,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1097580,CUSTOM ORDER MAID 3D2 It's a Night Magic,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1611410,Stardom 3,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,2492040,FATAL FURY: City of the Wolves,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,73020,Majesty 2 Collection,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,427030,Xuan-Yuan Sword: The Gate of Firmament,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1241950,Warzone 2100,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,294040,Loot Hero DX,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,429180,Project CARS - Pagani Edition,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1554790,Coloring Game 4,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,747340,Unforgiving - A Northern Hymn,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,269490,Bardbarian,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,528200,VEGAS Pro 14 Edit Steam Edition,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1010890,Touhou Fantasia / 东方梦想曲,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,423950,Deadlight: Director's Cut,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,997380,The Sapling,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1127840,Landlord's Super,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,431590,Earn to Die 2,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1203930,The Last Haven,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,3011440,CLICKOLDING,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,207750,Symphony,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,225320,Tomb Raider III (1998),gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1986840,POPGOES Arcade,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,13540,Tom Clancy's Rainbow Six Vegas,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,24420,Aquaria,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,2575900,Corn Kidz 64,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,573410,AI War 2,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1125480,School Years,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1467920,A Guidebook of Babel,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1506510,The Ramp,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,719750,PUSS!,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,420440,Atlantic Fleet,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,896520,Stay Out of the House,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1596310,Crypto Mining Simulator,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,455820,Omensight: Definitive Edition,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,578850,64.0,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1226510,Trigon: Space Story,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1318090,Vertigo Remastered,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,469990,NEKOPALIVE,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,947300,Grim Nights,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0001-ranks-6001-6050,1257360,Bloodstained: Curse of the Moon 2,gpt-5.4-mini,1,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,1725640,Sudocats,gpt-5.4-mini,2,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,1893810,Solium Infernum,gpt-5.4-mini,2,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,364390,Downfall,gpt-5.4-mini,2,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,205610,Port Royale 3,gpt-5.4-mini,2,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,1732430,Neighbors: Suburban Warfare,gpt-5.4-mini,2,50
2,steam-v006-rest54mini-part_002-chunk-0002-ranks-6051-6100,735850,Trailer Park Boys: Greasy Money,gpt-5.4-mini,2,50
