part_no,custom_id,appid,name,model,chunk_request_number,chunk_size
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1033210,Winter Fury: The Longest Road,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1034250,The far Kingdoms: Winter Solitaire,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1036600,Junglex,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1037820,Warsworn: DRAGON OF JAPAN - EMPIRE EDITION,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1040740,Legend of the Tetrarchs,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1049820,Must Dash Amigos,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1054290,Dezzan,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1057420,Earthshakers,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1064540,Puzzle Pelago - A Drag & Drop Economy,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1065550,Block Busters,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1065670,4004-022,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1067580,Bonfire,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1068350,Battle Life Online,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1069270,Rotatex,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1069460,Rune Lord,gpt-5.4-mini,1,50
8,steam-v006-rest54mini-part_008-chunk-0001-ranks-36001-36050,1071190,MineRalph,gpt-5.4-mini,1,50
